"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"11/23/2012","AQS","420030008","2","0","ug/m3 LC",".","Lawrenceville","1","100.0000","14129","Lead (TSP) LC","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.4654203279986","-79.9607574502479"
"11/29/2012","AQS","420030008","2","0.017","ug/m3 LC",".","Lawrenceville","1","100.0000","14129","Lead (TSP) LC","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.4654203279986","-79.9607574502479"
"12/05/2012","AQS","420030008","2","0","ug/m3 LC",".","Lawrenceville","1","100.0000","14129","Lead (TSP) LC","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.4654203279986","-79.9607574502479"
"12/11/2012","AQS","420030008","2","0","ug/m3 LC",".","Lawrenceville","1","100.0000","14129","Lead (TSP) LC","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.4654203279986","-79.9607574502479"
"12/17/2012","AQS","420030008","2","0","ug/m3 LC",".","Lawrenceville","1","100.0000","14129","Lead (TSP) LC","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.4654203279986","-79.9607574502479"
"12/29/2012","AQS","420030008","2","0","ug/m3 LC",".","Lawrenceville","1","100.0000","14129","Lead (TSP) LC","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.4654203279986","-79.9607574502479"
"01/04/2012","AQS","420030070","1","0","ug/m3 LC",".","Bridgeville","1","100.0000","14129","Lead (TSP) LC","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.3630160009312","-80.102156"
"01/10/2012","AQS","420030070","1","0","ug/m3 LC",".","Bridgeville","1","100.0000","14129","Lead (TSP) LC","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.3630160009312","-80.102156"
"01/16/2012","AQS","420030070","1","0","ug/m3 LC",".","Bridgeville","1","100.0000","14129","Lead (TSP) LC","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.3630160009312","-80.102156"
"01/22/2012","AQS","420030070","1","0","ug/m3 LC",".","Bridgeville","1","100.0000","14129","Lead (TSP) LC","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.3630160009312","-80.102156"
